trial_id,genome_length,win_rate,num_games,num_solved,avg_guesses_solved,median_guesses_solved,avg_target_abs,mean_runtime_sec,total_runtime_sec,score,evo_pop_size,evo_genome_length,evo_generations_per_guess,evo_tournament_size,evo_crossover_rate,evo_mutation_rate,evo_elite_fraction,evo_mid_fraction,fit_error_tolerance,fit_value_weight,fit_green_bonus,fit_low_gray_bonus,fit_diversity_bonus_per_symbol,fit_diversity_min_symbols
67,18,0.2,20,4,1.0,1.0,54740.362901348984,13.913466134999998,278.2693227,17.0,701,20,43,5,0.8215856762642149,0.14791908340873663,0.031827578459954625,0.267375142050191,80.18073119949912,0.9889197948092315,19.252699156466722,4.226616056143182,1.4356082766306193,3
70,14,0.2,20,4,1.0,1.0,72593.69444444445,8.465346060000025,169.3069212000005,17.0,1234,20,15,2,0.7317067215103845,0.09465220553240176,0.13550563509594185,0.1931094559087074,97.2437898866704,1.5472176819421155,17.08539435790319,3.8582734672284107,0.9564501317027616,3
65,22,0.35,20,7,1.0,1.0,112223.61778416515,14.269178870000008,285.38357740000015,32.0,950,20,39,6,0.39203263195635873,0.10524234337195576,0.11745755412172654,0.41103065645398906,42.6972340267015,1.3840533216377056,16.22767232414207,4.506934567686492,0.8465236298152179,6
59,22,0.45,20,9,1.5555555555555556,1.0,191426.80354129494,20.567679590000004,411.3535918000001,40.333333333333336,1207,20,45,5,0.8490679465428903,0.12988199269479575,0.037134253753056394,0.41837772724740596,44.671234391036656,1.8156691816426842,11.713604744034308,3.335454578473261,0.3168932557684595,3
69,10,0.25,20,5,1.2,1.0,142749.85646398453,12.626940759999979,252.5388151999996,21.4,973,20,29,6,0.6312274831594834,0.295504165102217,0.05666262039517567,0.41748222061455675,44.646543879867025,1.2635211717196562,10.706755417341677,1.1902392884902675,2.5927845613753604,5
63,30,0.2,20,4,1.25,1.0,135869.25664917944,19.593296894999988,391.8659378999997,16.25,1033,20,42,5,0.9455006061276469,0.26061644561497227,0.1255719711252704,0.2883478260070246,89.83102070191535,1.0353917921763491,7.721583303444759,0.7921005115128427,1.4213868620242982,3
60,18,0.3,20,6,1.0,1.0,174666.9982142857,23.020454944999965,460.4090988999993,27.0,1246,20,47,2,0.9963711860084062,0.2850460297599375,0.0312904890435454,0.4544445389747761,25.31964120492936,0.7647326977779445,9.8368825407111,2.444558533093088,2.9050648583676812,6
81,28,0.2,20,4,1.5,2.0,171052.11916666667,4.38308118,87.66162359999998,15.5,558,20,17,6,0.9779228883329371,0.13336185784458332,0.12969017943025676,0.1264710623685631,32.42156279638745,1.8779186194035171,16.72358836811738,1.2267893601610993,2.4788226275677965,4
71,25,0.45,20,9,1.1111111111111112,1.0,94482.83009479717,13.590076720000003,271.80153440000004,41.666666666666664,991,20,41,2,0.3626601754605735,0.18735828702663593,0.07670623477710037,0.2442745445378236,97.6028868848395,0.8960524713725189,7.014150562107294,4.687520181642286,1.8739909186441688,6
72,20,0.1,20,2,3.5,5.0,69568.54027777779,13.388618224999993,267.77236449999987,-0.5,881,20,30,3,0.9535179098843812,0.08336611171771434,0.022815048330509936,0.3463841739418899,13.025784319795495,1.4113923561307216,7.650503616329136,4.879518227196185,2.266665101920438,3
68,18,0.3,20,6,1.8333333333333333,2.0,111879.93452380951,19.19902711499999,383.9805422999998,24.5,1197,20,39,2,0.6801390507945504,0.29582789471582915,0.14170964199848918,0.47854558575318673,23.639277563224407,1.4660057813342267,14.72421494559698,2.7060897032551,2.333673588488124,5
82,18,0.15,20,3,2.0,1.0,46245.34851703122,4.162068840000018,83.24137680000035,9.0,339,20,25,3,0.7598039399403419,0.15744342130480785,0.14120169100904098,0.4867373567538703,75.40328611250524,1.8188539665291792,9.348208350212118,3.485600465899183,2.5965543334623655,4
77,28,0.2,20,4,1.5,1.0,106519.33379120877,7.6854159050000135,153.70831810000027,15.5,509,20,33,5,0.8485593248776389,0.11242474471603783,0.14275345054374375,0.10153712806937804,62.56784750005526,1.2574758231156562,7.046057166588689,0.8494487645660787,1.9350281416304234,3
83,28,0.25,20,5,1.6,1.0,59736.30670238094,5.340033864999998,106.80067729999996,20.2,539,20,22,4,0.6309750775832085,0.22146374117683265,0.01535730535324255,0.26609765281676967,50.00056015911964,1.1744949199777932,11.229955967567143,3.3649323776674156,0.20795097787861383,5
79,13,0.25,20,5,2.0,1.0,117134.11155555556,7.963780780000002,159.27561560000004,19.0,492,20,37,2,0.8422024957507384,0.06181930240346174,0.08623364435345715,0.11376574162806148,77.16162500990724,1.7770291470763817,2.943329992246827,4.2608278473112415,2.4319154645004524,4
85,19,0.1,20,2,1.5,2.0,39536.041109750564,6.075353939999945,121.50707879999891,5.5,317,20,39,2,0.5706109405171038,0.24306610496267567,0.13339630061127947,0.4850523342649382,43.00771146368383,1.1013690466958828,2.899774213735146,3.251635005033383,1.7907842685924709,5
84,18,0.05,20,1,1.0,1.0,103827.53732644409,9.030612515000007,180.61225030000014,2.0,459,20,38,4,0.9081143377361094,0.15154596730755776,0.04517074275732634,0.4995102090691155,87.1594094533962,1.7941750967608052,6.661246533889249,0.14181707005153482,1.9926365680172673,4
93,28,0.2,20,4,2.0,1.0,114498.68164303564,1.881314840000016,37.62629680000032,14.0,353,20,11,3,0.39286712472106394,0.07947914535933445,0.03084312845126909,0.18968353550559894,69.80293269850854,1.6309984273821094,18.91138894566253,4.192750897368358,0.7012863887509445,3
86,20,0.35,20,7,1.0,1.0,87591.27969337671,8.207049575000008,164.14099150000015,32.0,662,20,33,3,0.5154463962196705,0.0423129129553549,0.13500434395244373,0.2408482764469822,87.3114638296439,0.8515113181009981,4.969541692132462,4.307798756854821,0.8030320044805582,6
75,19,0.3,20,6,1.3333333333333333,1.0,99973.09188767373,17.38932866500004,347.7865733000008,26.0,1173,20,36,3,0.6419214146204283,0.24351994111819517,0.1433812545427051,0.1885096416770849,10.338153559109685,1.5762990925728184,6.595954785514752,1.9179646725708552,0.2839852367068221,4
88,12,0.3,20,6,1.1666666666666667,1.0,126684.93220466185,8.496420769999975,169.9284153999995,26.5,1420,20,14,6,0.7826824015597384,0.1617058884979364,0.14820758260725,0.3737474356583086,47.267431386321206,1.3227145276080658,6.650055438690612,3.0620813666495,1.3140976449158464,3
89,20,0.05,20,1,1.0,1.0,2850.8341772251033,9.504907115000037,190.09814230000075,2.0,1276,20,14,3,0.7391206031342187,0.0989900604911549,0.09091324316847839,0.41074853601346806,80.73516114231516,0.9420718065806406,10.072710625208854,2.859200809605594,1.858058707504311,3
92,11,0.4,20,8,2.75,3.0,181740.62758333335,8.920639860000017,178.41279720000034,31.75,693,20,31,3,0.6207250467985422,0.2743294600826923,0.14553603768778997,0.17352657278047837,39.23671343811188,1.89665957411615,11.558880684383249,4.720855366554509,0.958111638683965,6
90,18,0.35,20,7,1.1428571428571428,1.0,163351.67410714287,10.72989406500003,214.5978813000006,31.571428571428573,856,20,32,3,0.8945659236890636,0.22313136751757542,0.05444630802611414,0.27948945060489305,35.89895048272106,1.5719451384256047,14.666123420573122,3.632627960195417,0.3473321454978403,5
74,18,0.35,20,7,1.2857142857142858,1.0,59993.33127380952,24.36622673000003,487.32453460000056,31.142857142857142,1422,20,44,4,0.5973515731947445,0.08907818138327811,0.14083964878778096,0.48776151940889734,41.77494120251041,0.627179809405077,18.569271094915457,4.072799352194922,0.36843196893832364,6
76,16,0.2,20,4,1.25,1.0,106188.82206521738,20.546522984999957,410.9304596999991,16.25,1243,20,36,6,0.708187445089514,0.13183166709294086,0.019441820246057884,0.14621740043085124,40.671867766621546,0.7388324296789597,3.717961599150156,4.964424459524599,1.2552174456035456,3
94,13,0.1,20,2,1.0,1.0,44594.05871794872,6.714395185000001,134.28790370000002,7.0,950,20,14,3,0.88008391022836,0.09551860608203626,0.049419072940694295,0.28918013813717525,59.758130090712676,0.7685476933654644,17.562454548740906,3.5465778552198417,2.900775670302078,3
